id,section_name,web_url,pub_date,headline,trail_text,period,happiness
culture/2023/mar/14/russell-brands-descent-into-conspiracy-politics,Culture,https://www.theguardian.com/culture/2023/mar/14/russell-brands-descent-into-conspiracy-politics,2023-03-14T17:45:24Z,Russell Brand’s descent into conspiracy politics,"Letters: <strong>Jonathan Allum</strong>, <strong>Dr Helen Hintjens,</strong> <strong>Dr Daniel Gay </strong>and<strong> Andy Ruff </strong>respond to an article by George Monbiot on the comedian’s far-right conspiracy theories",2020-2023,5.350558659217877
us-news/2023/jul/19/john-kerry-in-china-climate-crisis-must-be-separated-from-politics,World news,https://www.theguardian.com/us-news/2023/jul/19/john-kerry-in-china-climate-crisis-must-be-separated-from-politics,2023-07-19T11:00:10Z,John Kerry in China: climate crisis must be separated from politics ,US climate envoy is in Beijing for talks with Chinese officials amid strained Washington-Beijing relations,2020-2023,5.399748549323018
commentisfree/2023/sep/21/josh-frydenberg-is-choosing-life-over-politics-which-paves-the-way-for-full-dutton,Opinion,https://www.theguardian.com/commentisfree/2023/sep/21/josh-frydenberg-is-choosing-life-over-politics-which-paves-the-way-for-full-dutton,2023-09-21T04:56:12Z,Josh Frydenberg is choosing life over politics – which paves the way for Full Dutton,Former treasurer’s decision not to contest the next election dents any Liberal party hopes of an alternative to Peter Dutton’s wrecking-ball strategy,2020-2023,5.379119373776907
commentisfree/2023/sep/20/the-guardian-view-on-diluting-net-zero-targets-bad-economics-dictated-by-cynical-politics,Opinion,https://www.theguardian.com/commentisfree/2023/sep/20/the-guardian-view-on-diluting-net-zero-targets-bad-economics-dictated-by-cynical-politics,2023-09-20T17:57:25Z,The Guardian view on diluting net zero targets: bad economics dictated by cynical politics ,"<strong>Editorial:</strong> The PM has chosen to put a narrow, divisive electoral calculation ahead of serious statecraft and responsible government",2020-2023,5.270125260960334
music/2023/dec/11/hozier-review-righteous-rock-is-a-wind-tunnel-of-sound,Music,https://www.theguardian.com/music/2023/dec/11/hozier-review-righteous-rock-is-a-wind-tunnel-of-sound,2023-12-11T13:09:49Z,Hozier review – who says pop can’t be political?,"In addition to his epic songcraft, the Irish singer makes the most of his platform with an impassioned monologue calling for women’s rights and a ceasefire in Gaza",2020-2023,5.458471337579618
commentisfree/2023/oct/03/bubble-tea-bao-global-popularity-taiwanese-food-matters,Opinion,https://www.theguardian.com/commentisfree/2023/oct/03/bubble-tea-bao-global-popularity-taiwanese-food-matters,2023-10-03T09:00:20Z,"The politics of bubble tea: at last, Taiwanese food is getting the recognition it deserves","For years, the island’s cuisine has been mistaken for ‘Chinese food’, says cookbook author Clarissa Wei",2020-2023,5.5342202835332595
politics/2023/jul/13/labour-rules-on-lobbying-would-clean-up-politics-says-angela-rayner,Politics,https://www.theguardian.com/politics/2023/jul/13/labour-rules-on-lobbying-would-clean-up-politics-says-angela-rayner,2023-07-13T16:41:28Z,"Labour rules on lobbying would ‘clean up politics’, says Angela Rayner",Exclusive: Standards system reform would ban ex-ministers from taking lobbying jobs related to former brief for up to five years,2020-2023,5.312795698924731
business/2023/sep/06/cars-collect-extensive-personal-data-on-drivers-study-warns,Business,https://www.theguardian.com/business/2023/sep/06/cars-collect-extensive-personal-data-on-drivers-study-warns,2023-09-06T14:28:43Z,"From sex life to politics: car driver data grab presents ‘privacy nightmare’, says study",Mozilla Foundation studied 25 car brands and found some collecting data on ‘sexual activity’ and ‘political opinions,2020-2023,5.526375968992247
australia-news/2023/nov/20/both-sides-of-politics-knew-the-indefinite-detention-regime-was-on-shaky-ground-and-now-taxpayers-will-pay,Australia news,https://www.theguardian.com/australia-news/2023/nov/20/both-sides-of-politics-knew-the-indefinite-detention-regime-was-on-shaky-ground-and-now-taxpayers-will-pay,2023-11-19T14:00:06Z,Both sides of politics knew the indefinite detention regime was on shaky ground – and now taxpayers will pay,Peter Dutton can argue that where there’s a will to detain these people there must be a way. But the court said otherwise and there’ll likely be a hefty compensation bill,2020-2023,5.208751545117429
australia-news/2023/sep/30/our-leaders-are-burning-out-while-polarisation-splits-the-nation-and-erodes-trust-in-politics,Australia news,https://www.theguardian.com/australia-news/2023/sep/30/our-leaders-are-burning-out-while-polarisation-splits-the-nation-and-erodes-trust-in-politics,2023-09-29T15:00:02Z,Our leaders are burning out while polarisation splits the nation and erodes trust in politics,"After the voice referendum on 14 October, an act of leadership will be needed to knit the country back together",2020-2023,5.343528846153847
commentisfree/2023/oct/03/sweden-us-culture-wars-politics-donald-trump,Opinion,https://www.theguardian.com/commentisfree/2023/oct/03/sweden-us-culture-wars-politics-donald-trump,2023-10-03T11:00:12Z,Sweden used to pride itself on moderation – until US-style culture wars poisoned our politics,"Donald Trump gave our resentful reactionaries a playbook to copy. The vitriol will be hard to put back in the bottle, says Swedish journalist Martin Gelin",2020-2023,5.293963235294118
film/2023/sep/04/swing-and-sway-review-fernanda-pessoa-adriana-barbosa,Film,https://www.theguardian.com/film/2023/sep/04/swing-and-sway-review-fernanda-pessoa-adriana-barbosa,2023-09-04T07:24:13Z,Swing and Sway review – creating a feminist haven amid the rise of rightwing politics,"Based on footage Fernanda Pessoa and Chica Barbosa recorded during Covid, this film celebrates female empowerment. It falls short of the pioneers it pays tribute to, but it’s an earnest snapshot of the pandemic",2020-2023,5.4365625
world/2023/jul/10/dutch-pm-mark-rutte-to-leave-politics-after-collapse-of-government,World news,https://www.theguardian.com/world/2023/jul/10/dutch-pm-mark-rutte-to-leave-politics-after-collapse-of-government,2023-07-10T12:32:17Z,Dutch PM Mark Rutte to leave politics after collapse of government,Netherlands’ longest serving PM announces decision after coalition resigned in row over immigration,2020-2023,5.278997912317328
environment/2023/jul/28/sadiq-khan-says-climate-crisis-more-important-than-party-politics-after-ulez-victory,Environment,https://www.theguardian.com/environment/2023/jul/28/sadiq-khan-says-climate-crisis-more-important-than-party-politics-after-ulez-victory,2023-07-28T17:09:55Z,Khan says climate crisis more important than party politics after Ulez victory,London mayor to expand charging zone for drivers after high court win and rejects pressure from Labour leadership to think again,2020-2023,5.281037924151697
politics/live/2023/oct/17/ifs-report-highlighting-52bn-stealth-tax-crashed-economy-labour-rishi-sunak-jeremy-hunt-politics-live,Politics,https://www.theguardian.com/politics/live/2023/oct/17/ifs-report-highlighting-52bn-stealth-tax-crashed-economy-labour-rishi-sunak-jeremy-hunt-politics-live,2023-10-17T16:08:54Z,Academics challenge Starmer to accept Israel’s siege of Gaza is against international law – UK politics live,Labour urged to clarify its position on collective punishment by 39 academics who say party must confirm it ‘opposes the commission of war crimes’,2020-2023,5.293773411678296
commentisfree/2023/sep/27/germany-politics-far-right-afd-alternative-fur-deutschland-europe,Opinion,https://www.theguardian.com/commentisfree/2023/sep/27/germany-politics-far-right-afd-alternative-fur-deutschland-europe,2023-09-27T06:00:50Z,German politics has a built-in firewall against the far right. It’s beginning to crack,"Germany is far more resilient to populism than its European neighbours, says John Kampfner, author of In Search of Berlin",2020-2023,5.3393115942029
books/2023/aug/12/the-year-that-broke-politics-1968-johnson-nixon-wallace-king-kennedy,Books,https://www.theguardian.com/books/2023/aug/12/the-year-that-broke-politics-1968-johnson-nixon-wallace-king-kennedy,2023-08-12T10:00:15Z,The year that broke US politics: what 1968 can tell us about 2024,"Historian Luke Nichter considers the turmoil you know about – assassinations, chaotic conventions, the racist rise of George Wallace – but also the backroom dramas you don’t",2020-2023,5.314831970935513
books/2023/aug/09/code-of-conduct-by-chris-bryant-review-a-manifesto-for-a-better-politics,Books,https://www.theguardian.com/books/2023/aug/09/code-of-conduct-by-chris-bryant-review-a-manifesto-for-a-better-politics,2023-08-09T08:00:08Z,Code of Conduct by Chris Bryant review – a manifesto for a better politics,"The chair of the standards committee tackles bullying, corruption and constitutional reform",2020-2023,5.254260429835652
politics/2023/nov/19/a-return-to-the-scene-of-a-big-political-stink,Politics,https://www.theguardian.com/politics/2023/nov/19/a-return-to-the-scene-of-a-big-political-stink,2023-11-19T17:46:24Z,A return to the scene of a big political stink,<strong>Letters: </strong>David Cameron’s return | Maggie Mia | Ministerial changes | Global hunger | Great Snoring,2020-2023,5.45942084942085
politics/2023/jun/24/britons-trust-in-politics-has-fallen-significantly-since-covid-report-finds,Politics,https://www.theguardian.com/politics/2023/jun/24/britons-trust-in-politics-has-fallen-significantly-since-covid-report-finds,2023-06-24T14:55:35Z,"Britons’ trust in politics has fallen significantly since Covid, report finds","Leading thinktank finds just 6% have full trust in political system, and most support constitutional reform",2020-2023,5.402857142857142
books/2023/jul/31/the-big-idea-is-it-too-late-to-stop-extremism-taking-over-politics,Books,https://www.theguardian.com/books/2023/jul/31/the-big-idea-is-it-too-late-to-stop-extremism-taking-over-politics,2023-07-31T11:30:35Z,The big idea: is it too late to stop extremism taking over politics?,Bizarre conspiracy thinking has infiltrated the mainstream in many western democracies. How can we push back?,2020-2023,5.37484187568157
politics/2023/may/25/politics-should-be-taught-in-primary-schools-alastair-campbell-says,Politics,https://www.theguardian.com/politics/2023/may/25/politics-should-be-taught-in-primary-schools-alastair-campbell-says,2023-05-25T22:38:02Z,"Politics should be taught in primary schools, Alastair Campbell says",Former spin doctor tells Hay festival politics lessons for young children could be called ‘arguing’ or ‘big issues’,2020-2023,5.3857757009345795
commentisfree/2023/aug/29/big-money-british-politics-democracy-vouchers-donors,Opinion,https://www.theguardian.com/commentisfree/2023/aug/29/big-money-british-politics-democracy-vouchers-donors,2023-08-29T05:00:09Z,Big money is trashing trust in British politics. ‘Democracy vouchers’ could be the solution,"The way our system is funded allows rich donors to buy influence, says economist and philosopher Daniel Chandler",2020-2023,5.369530761209594
australia-news/2023/nov/19/queensland-youth-crime-crisis-independent-mp-sandy-bolton-noosa,Australia news,https://www.theguardian.com/australia-news/2023/nov/19/queensland-youth-crime-crisis-independent-mp-sandy-bolton-noosa,2023-11-18T19:00:30Z,Queensland’s only independent MP has been tasked with taking the politics out of youth crime. Is it even possible?,"Amid crackdowns, harsh legislation and victims’ protests, Labor has turned to a political cleanskin for answers",2020-2023,5.272538616521155
commentisfree/2023/aug/23/tories-too-pungent-politics-labour-blandness,Opinion,https://www.theguardian.com/commentisfree/2023/aug/23/tories-too-pungent-politics-labour-blandness,2023-08-23T05:00:03Z,The Tories have become too pungent for a country that likes its politics plain,"Labour’s unthreatening blandness doesn’t set pulses racing, but it beats a government peddling more rage and division, says Guardian columnist Rafael Behr",2020-2023,5.297590861889927
politics/2023/jun/21/labour-diversity-tsar-remove-barriers-enter-politics,Politics,https://www.theguardian.com/politics/2023/jun/21/labour-diversity-tsar-remove-barriers-enter-politics,2023-06-21T13:00:40Z,Labour will appoint diversity tsar to remove barriers to enter politics,"Exclusive: Women, ethnic minorities and those from working-class backgrounds will be urged to stand for office",2020-2023,5.450325581395349
australia-news/2023/oct/09/amanda-stoker-far-right-politician-returns-lnp,Australia news,https://www.theguardian.com/australia-news/2023/oct/09/amanda-stoker-far-right-politician-returns-lnp,2023-10-09T07:29:15Z,Fringe-right favourite Amanda Stoker returns to politics as LNP moderates worry about her Christian faction ties,Former federal senator says her conservative views will take a back seat to kitchen table concerns during Queensland state parliament election,2020-2023,5.381012084592144
commentisfree/2023/aug/13/keir-starmer-gender-politics-labour,Opinion,https://www.theguardian.com/commentisfree/2023/aug/13/keir-starmer-gender-politics-labour,2023-08-13T07:32:40Z,It took female MPs from both parties to change Starmer’s stance on gender politics,Private cross-party meetings for politicians worried about the erosion of sex-based rights encouraged the Labour leader to start speaking up at last,2020-2023,5.342242380261248
politics/2023/apr/04/banning-jeremy-corbyn-hurts-labour-party-and-politics,Politics,https://www.theguardian.com/politics/2023/apr/04/banning-jeremy-corbyn-hurts-labour-party-and-politics,2023-04-04T15:53:43Z,Banning Jeremy Corbyn hurts Labour party and politics ,Letter:<strong> Michael Meadowcroft </strong>on the<strong> </strong>former Labour<strong> </strong>leader not being allowed to stand as a candidate in the next general election,2020-2023,5.421666666666666
politics/live/2023/nov/15/rwanda-deportation-policy-supreme-court-rishi-sunak-leadership-conservatives-uk-politics-latest,Politics,https://www.theguardian.com/politics/live/2023/nov/15/rwanda-deportation-policy-supreme-court-rishi-sunak-leadership-conservatives-uk-politics-latest,2023-11-15T20:59:49Z,Jess Phillips quits Labour frontbench as Keir Starmer suffers major rebellion over Gaza ceasefire – UK politics as it happened,SNP motion calling for ceasefire in Gaza defeated 294-125,2020-2023,5.313697575360419
film/2023/aug/30/election-1999-movie-reese-witherspoon-matthew-broderick,Culture,https://www.theguardian.com/film/2023/aug/30/election-1999-movie-reese-witherspoon-matthew-broderick,2023-08-29T15:00:10Z,"Reese Witherspoon for president! Election, a comedy from a time when US politics was amusing","Alexander Payne’s spiky and smart 1999 film, with its cast led by Witherspoon and Matthew Broderick, follows a race for high school president in Omaha, Nebraska",2020-2023,5.411881533101045
us-news/2023/dec/08/2024-election-ad-spending-record,US news,https://www.theguardian.com/us-news/2023/dec/08/2024-election-ad-spending-record,2023-12-08T19:40:18Z,Record $15.9bn in US political ad spending expected for 2024 ,Assessment by GroupM expects spending totals for presidential election year to be up 30% on 2020 election cycle,2020-2023,5.347987220447284
global-development/2023/jun/27/the-politics-of-street-food-the-south-african-chef-championing-zulu-cuisine,Global development,https://www.theguardian.com/global-development/2023/jun/27/the-politics-of-street-food-the-south-african-chef-championing-zulu-cuisine,2023-06-27T09:30:14Z,The politics of street food: the South African chef championing Zulu cuisine,"For Mmabatho Molefe, whose Cape Town restaurant reinvents ‘peasant dishes’, cooking is a way to fight prejudice",2020-2023,5.538347509113001
world/2023/jul/01/london-pride-politics-trans-rights-climate-protest,World news,https://www.theguardian.com/world/2023/jul/01/london-pride-politics-trans-rights-climate-protest,2023-07-01T16:10:13Z,‘More protest than carnival’: politics looms larger than usual at London Pride,"This year’s parade saw strong political messages, from trans rights to the climate crisis",2020-2023,5.44620253164557
world/2023/jun/26/far-right-afd-wins-local-election-watershed-moment-german-politics,World news,https://www.theguardian.com/world/2023/jun/26/far-right-afd-wins-local-election-watershed-moment-german-politics,2023-06-26T12:14:21Z,Far-right AfD wins local election in ‘watershed moment’ for German politics,Central Council of Jews says it is devastated by populist party’s first victory in eastern town of Sonneberg,2020-2023,5.335800000000001
commentisfree/2023/dec/01/the-parthenon-marbles-row-is-about-nationalist-politics-the-sculptures-are-just-a-facade,Opinion,https://www.theguardian.com/commentisfree/2023/dec/01/the-parthenon-marbles-row-is-about-nationalist-politics-the-sculptures-are-just-a-facade,2023-12-01T10:00:13Z,Is Rishi Sunak using the Parthenon marbles as a distraction? Perhaps – but so are the Greeks,"For both the UK prime minister and Kyriakos Mitostakis, this row is actually about nationalist politics, says Marina Prentoulis, an associate professor in politics and media",2020-2023,5.319205882352941
commentisfree/2023/nov/15/rwanda-plan-dead-real-world-live-on-fantasyland-tory-politics,Opinion,https://www.theguardian.com/commentisfree/2023/nov/15/rwanda-plan-dead-real-world-live-on-fantasyland-tory-politics,2023-11-15T16:54:07Z,"The Rwanda plan is dead in the real world, but will live on in the fantasyland of Tory politics","The supreme court judgment was clear. But that won’t stop the party’s nationalist wing believing they can still succeed, says Guardian columnist Martin Kettle",2020-2023,5.222389705882353
books/2023/jun/11/kairos-by-jenny-erpenbeck-review-subtle-insights-into-politics-passion-translated-by-michael-hofmann,Books,https://www.theguardian.com/books/2023/jun/11/kairos-by-jenny-erpenbeck-review-subtle-insights-into-politics-passion-translated-by-michael-hofmann,2023-06-11T12:00:50Z,Kairos by Jenny Erpenbeck review – subtle insights into politics and passion,A love affair in 1980s Berlin mirrors the demise of the socialist dream in the German author’s absorbing fourth novel,2020-2023,5.37813679245283
australia-news/2023/sep/01/life-has-gotten-tougher-and-politics-noisier-can-australians-still-find-the-mindfulness-to-listen,Australia news,https://www.theguardian.com/australia-news/2023/sep/01/life-has-gotten-tougher-and-politics-noisier-can-australians-still-find-the-mindfulness-to-listen,2023-09-01T15:00:17Z,Life has gotten tougher and politics noisier. Can Australians still find the mindfulness to listen?,"Since I’ve been away, the PM has developed a clearer pitch on the Indigenous voice. But Peter Dutton is flooding the zone with shit as a means of obscuring the truth",2020-2023,5.362133333333333
world/2023/oct/09/when-people-feel-hopeless-about-politics-vote-tripling-can-inspire-them-could-it-work-for-new-zealand,World news,https://www.theguardian.com/world/2023/oct/09/when-people-feel-hopeless-about-politics-vote-tripling-can-inspire-them-could-it-work-for-new-zealand,2023-10-08T23:50:51Z,"When people feel hopeless about politics, ‘vote-tripling’ can inspire them. Could it work for New Zealand?","It’s enough for individuals to make a difference but not so ambitious that it puts them off. It achieved results in the US and Brazil, so how about here?",2020-2023,5.507228412256268
us-news/live/2023/oct/24/house-speaker-vote-republican-candidates-latest-joe-biden-us-politics-live,US news,https://www.theguardian.com/us-news/live/2023/oct/24/house-speaker-vote-republican-candidates-latest-joe-biden-us-politics-live,2023-10-24T21:42:33Z,Tom Emmer drops out of House speaker race amid significant Republican opposition and Trump attacks- US politics live,House whip withdrew as party’s speaker nominee after being attacked by Trump and lack of support from dozens of Republicans,2020-2023,5.314351163942546
world/2023/jun/29/sexual-harassment-claims-dealt-with-too-slowly-in-politics-says-caroline-nokes,World news,https://www.theguardian.com/world/2023/jun/29/sexual-harassment-claims-dealt-with-too-slowly-in-politics-says-caroline-nokes,2023-06-29T10:37:33Z,"Sexual harassment claims dealt with too slowly in politics, says Caroline Nokes",Chair of Commons equality committee says she believes Daisy Goodwin’s allegations about Daniel Korski,2020-2023,5.323913043478261
books/2023/oct/01/the-hatred-and-greed-of-the-frontier-wars-still-drive-race-politics-today-how-little-things-change,Books,https://www.theguardian.com/books/2023/oct/01/the-hatred-and-greed-of-the-frontier-wars-still-drive-race-politics-today-how-little-things-change,2023-09-30T19:00:24Z,The hatred and greed of the frontier wars still drive race politics today. How little things change,Rejig the no voice case rhetoric a little and you’ll find echoes of arguments from the 19th century. Behind it all I hear familiar old voices growling,2020-2023,5.189022004889976
commentisfree/2023/sep/05/climate-politics-ipcc-emergency,Opinion,https://www.theguardian.com/commentisfree/2023/sep/05/climate-politics-ipcc-emergency,2023-09-05T11:00:26Z,Climate politics is more complex and urgent than ever – is the IPCC still fit for purpose? ,"Political neutrality and consensus may no longer be an option, says researcher Adam Standring",2020-2023,5.387885572139305
books/2023/may/10/golden-age-by-wang-xiaobo-review-sex-death-and-politics,Books,https://www.theguardian.com/books/2023/may/10/golden-age-by-wang-xiaobo-review-sex-death-and-politics,2023-05-10T08:00:09Z,"Golden Age by Wang Xiaobo review – sex, death and politics","This bawdy, irreverent Cultural Revolution classic is also bizarrely moving",2020-2023,5.382108731466228
books/2023/sep/04/politics-on-the-edge-by-rory-stewart-review-blistering-insider-portrait-of-a-nation-in-decline,Books,https://www.theguardian.com/books/2023/sep/04/politics-on-the-edge-by-rory-stewart-review-blistering-insider-portrait-of-a-nation-in-decline,2023-09-04T06:00:35Z,Politics on the Edge by Rory Stewart review – blistering insider portrait of a nation in decline,The former Tory minister exposes the ‘shameful state’ of recent Conservative rule in this brilliantly frank account of dysfunctional government,2020-2023,5.333520408163266
us-news/2023/dec/18/trump-georgia-election-case-political-speech,US news,https://www.theguardian.com/us-news/2023/dec/18/trump-georgia-election-case-political-speech,2023-12-18T19:30:25Z,Trump seeks to dismiss Georgia election case by claiming political speech,"Former president files motion to dismiss election interference case, contending indictment violates his first amendment rights",2020-2023,5.07940206185567
politics/2023/oct/20/labour-declares-historic-byelection-wins-a-political-earthquake,Politics,https://www.theguardian.com/politics/2023/oct/20/labour-declares-historic-byelection-wins-a-political-earthquake,2023-10-20T08:32:26Z,Labour declares historic byelection wins a ‘political earthquake’,Party says it is redrawing the map after overturning large Tory majorities in Tamworth and Mid Bedfordshire,2020-2023,5.380069832402235
books/2023/aug/13/code-of-conduct-by-chris-bryant-review-a-parliamentary-pedants-plan-for-fixing-britains-politics,Books,https://www.theguardian.com/books/2023/aug/13/code-of-conduct-by-chris-bryant-review-a-parliamentary-pedants-plan-for-fixing-britains-politics,2023-08-13T06:00:39Z,Code of Conduct by Chris Bryant review – a parliamentary pedant’s plan for fixing Britain’s politics,"The Labour chair of the standards committee can rub people up the wrong way with his pomposity, but his manifesto for restoring decency to parliament is nothing if not reasonable",2020-2023,5.30469868173258
business/2023/dec/15/coutts-accounts-closed-report-nigel-farage,Business,https://www.theguardian.com/business/2023/dec/15/coutts-accounts-closed-report-nigel-farage,2023-12-15T12:43:47Z," No evidence Coutts closed accounts due to political views, report says","Independent review, launched after Nigel Farage’s complaints, finds bank may have breached procedural rules",2020-2023,5.21329268292683
world/2023/jul/11/thai-pm-retire-politics-nine-years-power-coup-prayuth-chan-ocha,World news,https://www.theguardian.com/world/2023/jul/11/thai-pm-retire-politics-nine-years-power-coup-prayuth-chan-ocha,2023-07-11T15:00:43Z,Thai PM to retire from politics nine years after seizing power in coup,Prayuth Chan-ocha announces resignation after his party suffered a humiliating defeat in May election,2020-2023,5.332597765363129
artanddesign/2023/may/28/tate-britain-rehang-mixed-response,Art and design,https://www.theguardian.com/artanddesign/2023/may/28/tate-britain-rehang-mixed-response,2023-05-28T11:00:30Z,The challenge of rehangs: galleries wrestle with changing politics of art,A reshuffle of Tate Britain’s collections has led to it being accused of reducing art to social history,2020-2023,5.430550887021475
books/2023/sep/15/edgeland-by-sasha-swire-review-political-landscapes,Books,https://www.theguardian.com/books/2023/sep/15/edgeland-by-sasha-swire-review-political-landscapes,2023-09-15T08:00:55Z,Edgeland by Sasha Swire review – political landscapes,A Westminster diarist’s decade of walks in the West Country,2020-2023,5.46705223880597
politics/2023/feb/07/a-gut-feeling-about-liz-truss-politics,Politics,https://www.theguardian.com/politics/2023/feb/07/a-gut-feeling-about-liz-truss-politics,2023-02-07T18:01:44Z,A gut feeling about Liz Truss’s politics,<strong>Brief letters: </strong>Political slogans | Delilah (I just cannot take any more) | Poetry for the masses | A trick question | Government acronyms,2020-2023,5.431238938053098
politics/2023/apr/06/how-nigel-lawson-left-his-mark-on-british-politics,Politics,https://www.theguardian.com/politics/2023/apr/06/how-nigel-lawson-left-his-mark-on-british-politics,2023-04-06T17:05:34Z,How Nigel Lawson left his mark on British politics,"Letters: <strong>Stephen Locke</strong>, Lawson’s former private secretary, on how rewarding it was to work for him, and <strong>Margaret Beckett </strong>on his divisive legacy.<strong> </strong>Plus letters from <strong>Mark Hebert, Valerie Gidlow </strong>and <strong>Greg Quiery</strong>",2020-2023,5.411979166666667
football/blog/2023/jun/11/manchester-city-champions-league-ascent-is-a-total-victory-for-politics-in-football,Football,https://www.theguardian.com/football/blog/2023/jun/11/manchester-city-champions-league-ascent-is-a-total-victory-for-politics-in-football,2023-06-11T18:00:57Z,Manchester City’s European ascent is a total victory for politics in football,Nobody wants to talk about the repressive regime behind the club but Abu Dhabi pushes sport as a source of soft structural power,2020-2023,5.421894389438942
film/2023/dec/11/the-lost-boys-review-zeno-graton-youth-prison,Film,https://www.theguardian.com/film/2023/dec/11/the-lost-boys-review-zeno-graton-youth-prison,2023-12-11T11:00:17Z,The Lost Boys review – passionate and political youth-prison love story,Director Zeno Graton’s debut subtly yet powerfully shows two young men growing closer and pushing back against the system,2020-2023,5.391596958174905
stage/2023/apr/29/tim-minchin-interview-politics-affects-my-mental-health-i-feel-gaslit-groundhog-day-matilda,Stage,https://www.theguardian.com/stage/2023/apr/29/tim-minchin-interview-politics-affects-my-mental-health-i-feel-gaslit-groundhog-day-matilda,2023-04-29T09:00:31Z,Tim Minchin: ‘Politics affects my mental health … I feel gaslit’ ,"He’s the anarchic comedian behind the musicals Matilda and Groundhog Day. He talks about dashed Hollywood hopes, the dangers of modernising Roald Dahl and feeling out of step with his progressive fanbase",2020-2023,5.445218267293486
australia-news/2023/aug/05/noel-pearson-says-indigenous-voice-is-not-about-party-politics-and-will-cut-wasteful-spending,Australia news,https://www.theguardian.com/australia-news/2023/aug/05/noel-pearson-says-indigenous-voice-is-not-about-party-politics-and-will-cut-wasteful-spending,2023-08-05T04:29:23Z,Noel Pearson says Indigenous voice is not about ‘party politics’ and will cut wasteful spending,Pearson says referendum is not a competition ‘between blue and red’ after Anthony Albanese’s Garma festival speech,2020-2023,5.355748031496064
commentisfree/2023/aug/09/lee-anderson-migrant-politics-margaret-thatcher-rishi-sunak,Opinion,https://www.theguardian.com/commentisfree/2023/aug/09/lee-anderson-migrant-politics-margaret-thatcher-rishi-sunak,2023-08-09T12:21:20Z,Lee Anderson’s vile anti-migrant comments pose this question: do we want politics like this?,"Even Thatcher’s governments were above the hateful, toxic rhetoric now being favoured by Sunak and his lieutenants, says Guardian columnist Hugh Muir",2020-2023,5.3600270270270265
commentisfree/2023/sep/14/using-neville-bonners-politics-to-guess-his-stance-on-the-voice-seems-an-indolent-misuse-of-history,Opinion,https://www.theguardian.com/commentisfree/2023/sep/14/using-neville-bonners-politics-to-guess-his-stance-on-the-voice-seems-an-indolent-misuse-of-history,2023-09-14T05:07:34Z,Using Neville Bonner’s politics to guess his stance on the voice seems an indolent misuse of history,What would the first Aboriginal parliamentarian have thought of the voice to parliament? None of us can ever know – not even George Brandis,2020-2023,5.297566844919786
books/2023/jun/08/everythings-fine-by-cecilia-rabess-review-assured-mixed-race-mixed-politics-romance,Books,https://www.theguardian.com/books/2023/jun/08/everythings-fine-by-cecilia-rabess-review-assured-mixed-race-mixed-politics-romance,2023-06-08T10:00:04Z,"Everything’s Fine by Cecilia Rabess review – assured mixed-race, mixed-politics romance",In her debut novel the San Franciscan explores whether it’s possible for a Black liberal and a white conservative to be happily in love,2020-2023,5.455
politics/2023/feb/26/misogyny-in-politics-shows-no-sign-of-abating,Politics,https://www.theguardian.com/politics/2023/feb/26/misogyny-in-politics-shows-no-sign-of-abating,2023-02-26T18:51:13Z,Misogyny in politics shows no sign of abating,"<strong>Letter: </strong>It seems that some politicians don’t even recognise the sexist abuse they inflict on women in their own party, says <strong>Liz Mason</strong>",2020-2023,5.351648351648351
commentisfree/2023/jul/31/rishi-sunak-carbon-capture-party-politics-climate-crisis-co2,Opinion,https://www.theguardian.com/commentisfree/2023/jul/31/rishi-sunak-carbon-capture-party-politics-climate-crisis-co2,2023-07-31T13:43:58Z,Sunak’s plan for carbon capture is good news: he shouldn’t muddy it with party politics,"Consensus on tackling the climate crisis is what’s needed now – and direct action against CO2 must be the next move, says Guardian columnist Simon Jenkins",2020-2023,5.277228682170543
world/2023/nov/09/political-blame-game-begins-as-pollution-season-shrouds-delhi-india,World news,https://www.theguardian.com/world/2023/nov/09/political-blame-game-begins-as-pollution-season-shrouds-delhi-india,2023-11-09T17:00:39Z, Political blame game begins as ‘pollution season’ shrouds Delhi,Toxic smog is an annual event for Indian capital’s 33 million residents but nobody seems willing to take responsibility,2020-2023,5.219883720930232
commentisfree/2023/aug/27/40-years-miners-strike-long-shadow-uk-politics-pit-closures,Opinion,https://www.theguardian.com/commentisfree/2023/aug/27/40-years-miners-strike-long-shadow-uk-politics-pit-closures,2023-08-27T11:59:33Z,"Almost 40 years on, the miners’ strike still casts a long shadow over UK politics today","The pit closures seem a distant memory to many, but they have had a huge impact on our very social fabric, says Guardian columnist John Harris",2020-2023,5.267385229540918
law/2023/nov/03/children-failed-by-a-lack-of-political-will-to-enforce-international-law,Law,https://www.theguardian.com/law/2023/nov/03/children-failed-by-a-lack-of-political-will-to-enforce-international-law,2023-11-03T18:27:56Z,Children failed by a lack of political will to enforce international law,"<strong>Letters: </strong>It may be more realistic to focus on implementation of existing laws and mechanisms, rather than creating new ones, writes <strong>Jenny Kuper</strong>",2020-2023,5.331150159744409
